"Int_no","Rue_1","Rue_2","Arrondissement","X","Y"
9829,"McEachran","Van-Horne","Outremont",295670.87,5042054.1
9830,"Pratt","Van-Horne","Outremont",295388.2,5041597.82
9831,"Rockland","Van-Horne","Outremont",295578.69,5041907.5
9860,"Beatty","LaSalle / Wellington","Verdun",299471.5,5034519
9861,"Desmarchais","Wellington","Verdun",299499.3,5034965.33
9862,"Église de l'","Wellington","Verdun",299558.72,5035873
9864,"Gilberte-Dubé","Wellington","Verdun",299802.78,5036797.5
9865,"Hickson","Wellington","Verdun",299574.84,5036110
9872,"Wellington","Willibord","Verdun",299532.94,5035483
9873,"Wellington","Woodland","Verdun",299482.88,5034714.5
9876,"5 e Avenue","Wellington","Verdun",299511.72,5035130
9888,"Vincent-d'Indy","Willowdale","Outremont",295931.65,5041213.73
9994,"Loire de la","Voie serv. A-40 Est","Anjou",300088.31,5052382.01
10027,"Bombardier","L-H-Lafontaine (dir.Sud)","Anjou",298441.47,5052322
10033,"Larrey","L-H-Lafontaine (dir.Sud)","Anjou",297924.99,5052600.06
10039,"L-H-Lafontaine (dir.Sud)","Roseraies des","Anjou",300929.6,5050802
10045,"Albert-Hudon","Léger","Montréal-Nord",295496.01,5053880.59
10100,"Place d'Accueil","Saint-Antoine","Lachine",289908,5033334
10194,"90 e Avenue","Airlie","LaSalle",293722.64,5031467.95
10271,"Alexis-Nihon","Côte-Vertu","Saint-Laurent",289752.19,5040740.49
10275,"Alexis-Nihon","Église","Saint-Laurent",290081.56,5040447.54
10285,"Alexis-Nihon","Saint-Louis","Saint-Laurent",290527.7,5040024.89
10288,"Alexis-Nihon","Thimens","Saint-Laurent",289368.51,5041082.44
10295,"Alfred","Charleroi de","Montréal-Nord",295084.56,5051159.5
10397,"Alsace de l'","Galeries d'Anjou les","Anjou",298429.97,5051639.74
10437,"Amiens d'","Armand-Lavergne","Montréal-Nord",294599.28,5050208
10450,"Amiens d'","Industriel","Montréal-Nord",295513.25,5050850.5
10453,"Amiens d'","Pelletier","Montréal-Nord",294498.06,5050131
10471,"Amos d'","Jean-Meunier","Montréal-Nord",295264.66,5051589.5
10475,"Amos d'","Lacordaire","Montréal-Nord",295530.89,5051753.36
10596,"Antoine-Faucon","Saint-Charles","Pierrefonds - Roxboro",276147.66,5035666.5
10690,"Armand-Lavergne","Castille de","Montréal-Nord",294456.98,5050401.25
10691,"Armand-Lavergne","Charleroi de","Montréal-Nord",294314.69,5050590.5
10738,"Arthur-Péloquin","Viau","Saint-Léonard",296846.82,5048896.49
10971,"Bannantyne","Woodland","Verdun",298806.47,5034754
10976,"5 e Avenue","Bannantyne","Verdun",298835.31,5035172.5
11010,"Barré","Côte-Vertu","Saint-Laurent",291069.88,5042201.38
11164,"Beaudet","Marcel-Laurin","Saint-Laurent",290568.61,5040734.39
11176,"Beaulac","Côte-Vertu","Saint-Laurent",288683.9,5039543.7
11178,"Beaulac","Poirier","Saint-Laurent",287946.69,5040212
11179,"Beaulac","Thimens","Saint-Laurent",288309.35,5039884.31
11251,"Bédard / Hardy","Dollard","LaSalle",294037.01,5032579.58
11283,"Bégin","Côte-Vertu","Saint-Laurent",288361.84,5039179.68
11284,"Bégin","Poirier","Saint-Laurent",287617.5,5039852.5
11320,"Belfroy","Galerie d'Anjou","Anjou",299132.6,5051207.81
11442,"Berlioz","île de Sœurs","Verdun",301318.12,5035498.23
11478,"Bertrand","Côte-Vertu","Saint-Laurent",289428.37,5040381.52
11679,"Bombardier","Champ d'eau","Saint-Léonard",297822.25,5051627
11680,"Bombardier","Colbert","Anjou",298586.94,5052555
11682,"Bombardier","Galeries d'Anjou Les","Anjou",298054,5051869.39
11687,"Bombardier","Pascal-Gagnon","Saint-Léonard",297731.44,5051484.5
11688,"Bombardier","Renaude-Lapointe","Anjou",298323.47,5052131
11812,"Bourdaloue","Lacordaire","Saint-Léonard",298772.2,5049266.58
11839,"Bourgoin","Côte-Vertu","Saint-Laurent",289579.2,5040545.91
12139,"Burel / Cannes","Viau","Saint-Léonard",297983.77,5048388.71
12247,"Canal / Saint-Patrick","du Musée","Lachine",291817.53,5032346
12315,"Cardinal","Côte-Vertu","Saint-Laurent",290373.35,5041443.37
12453,"Cavendish","Côte-Vertu","Saint-Laurent",289041.67,5039940.55
12455,"Cavendish","Dr.Frédéric-Philip","Saint-Laurent",289185.84,5039685
12456,"Cavendish","Griffith","Saint-Laurent",289794.61,5038939.32
12457,"Cavendish","Poirier","Saint-Laurent",288290.21,5040627.15
12458,"Cavendish","Ernest-Hemingway","Saint-Laurent",287946.48,5040925.67
12459,"Cavendish","Raymond-Lasnier","Saint-Laurent",288068.63,5040816.73
12569,"Gaétan-Laberge","Gilberte-Dubé","Verdun",299956.78,5036717.63
12598,"Champ d'eau","Pascal-Gagnon","Saint-Léonard",298926.51,5051002.55
12623,"Champlain","Gagné","LaSalle",296005.44,5031872.5
12625,"Champlain","Gérald","LaSalle",297123.94,5033000.5
12635,"Champlain","Raymond","LaSalle",295850.66,5031729.5
12642,"Champlain","Woodland","Verdun",298379.52,5034776.84
12651,"4 e Avenue / 5 e Avenue","Champlain","Verdun",298573.59,5035249.6
12691,"Charleroi de","Drapeau","Montréal-Nord",294462.47,5050699.5
12695,"Charlevoi de","Garon","Montréal-Nord",294129.47,5050472
12700,"Charleroi de","Jean-Meunier","Montréal-Nord",295406.44,5051399
12702,"Archevêque l'","Charleroi de","Montréal-Nord",294637.5,5050827.22
12703,"Charleroi de","Lacordaire","Montréal-Nord",295659.24,5051581.76
12710,"Charleroi de","Sainte-Gertrude","Montréal-Nord",294818.27,5050961.15
12711,"Charleroi de","Salk","Montréal-Nord",295196.91,5051244
12785,"Châteauneuf","Roi-René","Anjou",300492.1,5052496.37
13073,"Clément","Lafleur","LaSalle",293363.34,5032581
13076,"Clément","Oblats des","LaSalle",292993.61,5032693.45
13090,"Cléroux","O'Brien","Saint-Laurent",289598.06,5042761
13141,"Collège","Marcel-Laurin","Saint-Laurent",290716.8,5040616.23
13145,"Collège","Saint-Germain","Saint-Laurent",291215.16,5041178
13146,"Collège","Sainte-Croix","Saint-Laurent",291330.66,5041307
13214,"Codner / Laplante","Dollard","LaSalle",293974.52,5032659.92
13258,"Côte-de-Liesse","Montée-de-Liesse Bowling Laure","Saint-Laurent",288746.4,5037633.62
13268,"Côte-de-Liesse","Sainte-Croix","Saint-Laurent",292046.75,5040905.5
13279,"Côte-Vertu","Place Côte-Vertu","Saint-Laurent",288841.65,5039718.52
13280,"Côte-Vertu","Crevier","Saint-Laurent",290317.02,5041376.86
13281,"Côte-Vertu","Duguay / Hill","Saint-Laurent",289344.45,5040283.99
13282,"Côte-Vertu","Dutrisac","Saint-Laurent",290949.75,5042068.45
13283,"Côte-Vertu","Gohier","Saint-Laurent",290451.65,5041531.08
13284,"Côte-Vertu","Grimard","Saint-Laurent",291536.61,5043067.02
13285,"Côte-Vertu","Hocquart","Saint-Laurent",289196.83,5040116.25
13286,"Côte-Vertu","Jules-Poitras","Saint-Laurent",291444.18,5042867.03
13288,"Côte-Vertu","Lebeau","Saint-Laurent",291614.15,5043220.6
13289,"Côte-Vertu","Leduc","Saint-Laurent",290216.98,5041266.9
13290,"Côte-Vertu","Marlatt","Saint-Laurent",289955.44,5040972.98
13291,"Côte-Vertu","Montpellier","Saint-Laurent",291215.87,5042361.85
13292,"Côte-Vertu","Muir","Saint-Laurent",291351.94,5042666.36
13293,"Côte-Vertu","O'Brien","Saint-Laurent",290692.61,5041784.21
13295,"Côte-Vertu","Pitfield","Saint-Laurent",287359.86,5038071.25
13298,"Côte-Vertu","Saint-Amour","Saint-Laurent",287496.52,5038221.61
13300,"Côte-Vertu","Saint-Germain","Saint-Laurent",290615.84,5041713.74
13322,"Courval","hickmore","Saint-Laurent",289458.88,5036691.5
13332,"Couture","Lacordaire","Saint-Léonard",296319.41,5050749.53
13342,"Couture","Pascal-Gagnon","Saint-Léonard",297293.75,5051757
13350,"Couture","Viau","Saint-Léonard",295864.41,5049873.72
13361,"Crawford","LaSalle","Verdun",298347.81,5033123
13365,"Jules-Poitras","Sortie A-15 dir. Sud / Crépeau","Saint-Laurent",290595.45,5043223.79
13435,"D'Artagnan","Viau","Saint-Léonard",296782.41,5049017.03
13523,"David-Boyer","Dollard","LaSalle",294687.5,5032002
13643,"Décarie","Deguire","Saint-Laurent",289903.06,5042179
13644,"Décarie","Poirier","Saint-Laurent",289655.41,5042404
13645,"Décarie","Rochon","Saint-Laurent",290333,5041785
13646,"Décarie","Tassé","Saint-Laurent",290118.94,5041977.5
13653,"Decelles","Marcel-Laurin","Saint-Laurent",290284.91,5040986.92
13660,"Decelles","Sainte-Croix","Saint-Laurent",290905.03,5041681
13671,"Deguire","O'Brien","Saint-Laurent",290056,5042347.5
13738,"Desmarchais","LaSalle","Verdun",299651.78,5034953.94
13739,"Desmarchais","Verdun","Verdun",299162.15,5034985.36
13805,"Dion","Sainte-Croix","Saint-Laurent",291856.03,5040994
13828,"Dollard","Elmslie","LaSalle",293651.56,5033083
13829,"Dollard","Gloria","LaSalle",294344.7,5032236.71
13831,"Dollard","Jean-Brillon","LaSalle",294951.13,5031822
13834,"Dollard","Réjane","LaSalle",294507,5032126.5
13837,"Dollard","Salley","LaSalle",295131.16,5031697.5
14105,"Duval / Saint-Denis","Saint-Charles","Pierrefonds - Roxboro",275613.63,5036257.27
14209,"Église","Marcel-Laurin","Saint-Laurent",290440.96,5040847.58
14214,"Église","Saint-Germain","Saint-Laurent",290955.47,5041407
14215,"Église","Sainte-Croix","Saint-Laurent",291073.47,5041533.5
14226,"Église de l'","LaSalle","Verdun",299836.34,5035857.5
14229,"Église de l'","Verdun","Verdun",299220.63,5035897
14384,"Esther-Blondin","Pierrefonds","Pierrefonds - Roxboro",276845.76,5038485.56
14628,"Fortin","Léger","Montréal-Nord",294835.63,5053226.79
14677,"Fredmir","Pierrefonds","Pierrefonds - Roxboro",278353.81,5040130.67
14713,"Galets des","Lacordaire","Saint-Léonard",297348.21,5049559.77
14803,"Georges V","Victoria","Lachine",292011.09,5033245
14983,"Gratton","Saint-Louis","Saint-Laurent",290686.44,5040223
15079,"Guy-Bouchard","Newman","LaSalle",296039.25,5034006.48
15093,"Halpern","Saint-François","Saint-Laurent",285797.84,5038266.5
15139,"Harry-Worth","Pierrefonds","Pierrefonds - Roxboro",276943,5038718
15140,"Harry-Worth","Saint-Jean","Pierrefonds - Roxboro",277431.41,5038840.5
15202,"Henri-Duhamel","LaSalle","Verdun",299364.78,5036933.68
15205,"Henri-Duhamel","Verdun","Verdun",299285.69,5036932.16
15238,"Hickmore","Liesse Montée de","Saint-Laurent",289523.94,5036867
15243,"Hickson","LaSalle","Verdun",299713.28,5036100
15281,"Hodge","Sainte-Croix","Saint-Laurent",291720.75,5041055.5
15297,"Honoré-Mercier","Lacordaire","Saint-Léonard",296579.98,5050583
15371,"Industriel","Jean-Meunier","Montréal-Nord",295595,5051139
15372,"Archevêque l'","Industriel","Montréal-Nord",295141.09,5050149.5
15384,"Industriel","Récollets des","Montréal-Nord",294549.75,5049153.5
15386,"Industriel","Saint-Vital","Montréal-Nord",294334.21,5048812.28
15404,"J.-B.-Martineau","Meaux","Saint-Léonard",294928.66,5049606.03
15423,"Jacques-Bizard","Pierrefonds","Pierrefonds - Roxboro",276477.28,5038106.59
15447,"23e Avenue_Jean-B-Deschamps","Hickmore_Louis-A-Amos","Saint-Laurent",289215.07,5036423.34
15480,"Jean-Milot","Lafleur","LaSalle",293276.97,5032311.5
15489,"Jean-Nicolet","Viau","Saint-Léonard",296756.1,5049178.18
15531,"Jolicoeur","Saint-Jean","Pierrefonds - Roxboro",277543.47,5038616.64
15701,"Archevêque l'","Léger","Montréal-Nord",294128.6,5051522.62
15734,"Lacharité","Lasalle","LaSalle",297974.28,5032665.5
15738,"Lacordaire","Lafourcade","Saint-Léonard",297006.25,5050117.17
15739,"Lacordaire","Lavoisier","Saint-Léonard",296838.68,5050372.96
15743,"Lacordaire","Renoir / Narcisses","Montréal-Nord",295369.84,5051955.97
15744,"Lacordaire","Paimpol","Saint-Léonard",298102.23,5049094.14
15747,"Lacordaire","Renty de","Saint-Léonard",297159.8,5049863.42
15748,"Lacordaire","Robert","Saint-Léonard",297229.27,5049729.7
15765,"Lafleur / LaSalle","Wellington","Verdun",299604.97,5036412
15915,"LaSalle","Rielle","Verdun",299860.63,5035560
15918,"LaSalle","Stratmore","Verdun",299548.66,5036532.5
15920,"LaSalle","Stephens","Verdun",298800.25,5033762
15927,"LaSalle","Woodland","Verdun",299517.78,5034715.5
15982,"Laval","Marcel-Laurin","Saint-Laurent",288743.64,5042363.17
16002,"Lavoisier","Viau","Saint-Léonard",296162.42,5049682.84
16042,"Léger","Rolland","Montréal-Nord",295010.03,5053468.52
16043,"Léger","Sainte-Colette","Montréal-Nord",294503.03,5052444.43
16044,"Léger","Sainte-Gertrude","Montréal-Nord",294215.98,5051776.7
16045,"Léger","Salk","Montréal-Nord",294433.6,5052273.56
16092,"Chemin Saint-François","Liesse Montée de","Saint-Laurent",287234.28,5038729
16115,"Lise","Newman","LaSalle",294722.38,5032609.72
16193,"Lucien-Thimens Place","Marcel-Laurin","Saint-Laurent",289827.43,5041393.84
16234,"Oakwood","Saint-Charles","Pierrefonds - Roxboro",275944.38,5035878.67
16238,"Maisonneuve Provigo","Sainte-Croix","Saint-Laurent",291667.09,5041078.5
16283,"Marcel-Laurin","Poirier","Saint-Laurent",289181.33,5041973.21
16525,"Monselet","Saint-Vital","Montréal-Nord",293651.84,5049676
16619,"6ème Avenue / Saint-Joseph","du Musée","Lachine",291553.5,5032419
16660,"Newman","Shevchenko","LaSalle",294629.3,5032507.7
16661,"Newman","Thierry","LaSalle",294985.73,5032955.5
16662,"90 e Avenue","Newman","LaSalle",293931.56,5032140.5
16663,"Newman","Accès Vichy","LaSalle",295646.75,5033624
16704,"Notre-Dame","Saint-Joseph","Lachine",292960.75,5033458
16705,"Notre-Dame","Saint-Pierre (Lachine)","Lachine",293298.15,5033607.93
16729,"O'Brien","Poirier","Saint-Laurent",289835.69,5042543
16730,"O'Brien","Rochon","Saint-Laurent",290492.3,5041955.5
16732,"O'Brien","Tassé","Saint-Laurent",290272.5,5042150
16776,"Ouellette","Saint-Jacques","Lachine",293459.81,5033977.25
16793,"Pascal-Gagnon","P.-E.-Lamarche","Saint-Léonard",298020.69,5051306.5
16803,"Paiement","Pierrefonds","Pierrefonds - Roxboro",276274.94,5037885
16846,"Patricia","Poirier","Saint-Laurent",289411.09,5042232.5
16878,"Perron","Pierrefonds","Pierrefonds - Roxboro",278647.52,5040286.04
16909,"Pierrefonds","René-Émard","Pierrefonds - Roxboro",277446.84,5039313
16911,"Pierrefonds","Richmond","Pierrefonds - Roxboro",277719.78,5039589.5
16913,"Pierrefonds","Saint-Charles","Pierrefonds - Roxboro",275431.45,5036614.8
16914,"Pierrefonds","Saint-Jean","Pierrefonds - Roxboro",277299.77,5039151.63
16916,"Pierrefonds","Saint-Pierre","Pierrefonds - Roxboro",276683.63,5038290.17
16917,"Pierrefonds","Sainte-Anne","Pierrefonds - Roxboro",275793.72,5037407.5
16918,"Pierrefonds","Sources des","Pierrefonds - Roxboro",279802.14,5040810.78
16919,"Pierrefonds","Westpark","Pierrefonds - Roxboro",279097.84,5040467.2
16940,"Émile-Bélanger","Poirier","Saint-Laurent",287778.24,5040028.04
16984,"1 ere Avenue","Provost","Lachine",291920.16,5033578
16985,"10 e Avenue","Provost","Lachine",291273.88,5033574
16996,"25 e Avenue","Provost","Lachine",290211.25,5033562.5
17000,"32 e Avenue","Provost","Lachine",289729.23,5033569.1
17058,"Ray-Lawson","Sciences des","Anjou",300073.79,5052916.84
17141,"Robert","Viau","Saint-Léonard",296609.56,5049394.31
17234,"1ère Avenue","Saint-Antoine","Lachine",291922.41,5033364
17235,"10 e Avenue","Saint-Antoine","Lachine",291275.44,5033370
17249,"32 e Avenue","Saint-Antoine","Lachine",289751.65,5033330.53
17290,"Saint-Jacques","Saint-Pierre","Lachine",293207.49,5033756.4
17322,"45 e Avenue","Saint-Joseph","Lachine",288699.81,5032978.5
17335,"Saint-Jacques / St-Joseph","Sortie A-20 (int. Sud)","Lachine",292950.44,5033537
17462,"55 e Avenue","Sherbrooke","Lachine",287630.83,5033894.05
17593,"Thimens","Todd","Saint-Laurent",288823.86,5040456.05
17614,"Valéry","Viau","Saint-Léonard",296467.51,5049486.19
17624,"Verdun","Willibrod","Verdun",299193.88,5035502.5
17625,"Verdun","Woodland","Verdun",299145.34,5034735
17630,"5 e Avenue","Verdun","Verdun",299173.41,5035151
17635,"Viau","Viterbe","Saint-Léonard",297791.11,5048341.72
17652,"32 e Avenue","Victoria","Lachine",289768.22,5033047.82
17674,"55 e Avenue","Victoria","Lachine",287647.44,5033841
17675,"56 e Avenue","Victoria","Lachine",287563.71,5033852.5
17719,"1 ere Avenue","Sortie A-20 (int. Sud)","Lachine",291988.57,5033831.79
17874,"Parc","6653 Parc","Rosemont - Petite-Patrie",295799.62,5043124
17886,"Lecocq","Papineau","Villeray - Saint-Michel - Parc-Extension",294027.9,5046863
17888,"Assomption","Accès Stat. Pyramides Olympiques","Mercier - Hochelaga - Maisonneuve",300657.53,5047920
17889,"Assomption","Face au 5115 - Cité Nature","Rosemont - Petite-Patrie",300461.6,5048010
17890,"Viau","Piste cyclable 200m au nord de Sherbrooke","Rosemont - Petite-Patrie",300365.03,5047359.5
17891,"Henri-Bourassa","bretelle demi-tour au sud","Rivières-des-Prairies - Pointe-aux-Trembles",303703.44,5058169
17892,"Cavendish","Outardes","Saint-Laurent",287712.7,5041246.5
17893,"5ème Avenue","Sherbrooke Est","Rivières-des-Prairies - Pointe-aux-Trembles",303616.7,5055569.5
17896,"Place d'Armes Ouest","Saint-Jacques","Ville-Marie",300282.63,5040537.21
17900,"Atwater","Saint-Patrick (int. Ouest)","Sud-Ouest",298898.44,5037442.5
17908,"Notre-Dame","5440 Centre Gadbois","Sud-Ouest",297230.42,5036478.74
17910,"Henri-Bourassa","Pie-IX","Montréal-Nord",293677.6,5050669
17911,"Henri-Bourassa","Bretelle d'accès pont Pie IX / Hébert","Montréal-Nord",293746.3,5050787.5
17912,"Côte-de-Liesse Dir Ouest","Devonshire","Saint-Laurent",291579.47,5040162
17915,"Marcel-Laurin","Voie Réservée Bus","Saint-Laurent",291670.97,5040287.5
17920,"Henri-Bourassa Est","Sherbrooke Ouest","Rivières-des-Prairies - Pointe-aux-Trembles",304258.94,5058502.5
17921,"Henri-Bourassa Est","Sherbrooke Est","Rivières-des-Prairies - Pointe-aux-Trembles",304346.75,5058481.5
17926,"Marie-Victorin accès Est","Maurice-Duplessis","Rivières-des-Prairies - Pointe-aux-Trembles",296425.25,5053461
17927,"Crowley","Upper-Lachine","Côte-des-Neiges - Notre-Dame-de-Grâce",296510.74,5036908.22
17929,"Lacordaire","Accès Gare AMT","Saint-Léonard",295961,5051196
17930,"Henri-Bourassa","Pie-IX (int. Nord)","Montréal-Nord",293612.06,5050757
17931,"Louis-Hippolite-La Fontaine","Maurice-Duplessis côté Ouest","Rivières-des-Prairies - Pointe-aux-Trembles",296646.47,5053620
17933,"Jarry","Traverse Scolaire 100m O St-Laurent","Villeray - Saint-Michel - Parc-Extension",294501.12,5044240.79
17936,"Décarie","Accès sud CUSM","Côte-des-Neiges - Notre-Dame-de-Grâce",296744.47,5036866.5
17937,"Viau","2625 (face au)","Mercier - Hochelaga - Maisonneuve",301343.62,5046904
17939,"Berri","1640 sortie BUS Ilot Voyageur","Ville-Marie",299867.44,5041817.98
17940,"Cabot","Saint-Rémi","Sud-Ouest",297986.97,5036164
17941,"Sherbrooke","Accès gare","Rivières-des-Prairies - Pointe-aux-Trembles",304524.94,5059313
17948,"De la Vérendrye","face au pont Claude-Brunet","Sud-Ouest",297455.12,5033787
17951,"3200 (Collège Brébreuf et Stat. Hôp. Sainte-Justine)","Côte-Sainte-Catherine","Côte-des-Neiges - Notre-Dame-de-Grâce",295066,5040224
17952,"Accès A-15","Girouard","Côte-des-Neiges - Notre-Dame-de-Grâce",296249.22,5036833
18001,"Louis-Hippolyte-La Fontaine","Perras Int. Ouest","Rivières-des-Prairies - Pointe-aux-Trembles",296068.72,5054399.5
18024,"Notre-Dame","Face au 1700  (Molson)","Ville-Marie",301066.8,5042114.5
18026,"Côte-des-Neiges","McDougall","Ville-Marie",297529.68,5039449.15
18027,"Louis H. Lafontaine","200m Nord de Henri-Bourassa","Rivières-des-Prairies - Pointe-aux-Trembles",297179,5053038
18028,"Louis H. Lafontaine","150m Sud de Henri-Bourassa","Anjou",297441,5052859
18029,"Henri-Bourassa","Bretelle Louis H. Lafontaine dir Nor","Anjou",297296,5052818
18030,"Louis h. Lafontaine dir Sud","70m au nord de Henri-Bourassa","Rivières-des-Prairies - Pointe-aux-Trembles",297294,5052870
18031,"Sherbrooke","Bretelle A25 Nord","Mercier - Hochelaga - Maisonneuve",301955.9,5050467.5
18032,"Sherbrooke","Bretelle A25 Sud","Mercier - Hochelaga - Maisonneuve",301866.8,5050255
18033,"Boucherville","Hochelaga","Mercier - Hochelaga - Maisonneuve",302772.38,5049688
18056,"Brennan","Commune","Sud-Ouest",300454.64,5039236.58
